trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
128,False,"{'a': 0.01, 'e': 0.28671520963195546}",25,17,0.8796559009913358,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,11,14.7450577006301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,0,26.809982694240063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,11,2.219950821824227,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",30,0,-5.74086484036683,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",20,6,-44.7461402616674,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",25,14,-34.57707834335172,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",20,4,7.707066535468565,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,10,-1.58829805843066,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,0,-73.49638669705375,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",30,4,36.66729945622005,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.17981297767299934}",25,12,-19.004052694952097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",25,0,22.061668407450668,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",25,15,18.88718825253687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",30,16,21.718472512509454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.1403316058467367}",20,9,13.569871806015161,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",20,16,7.941493847868115,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.1205027693673666}",30,20,-1.2533605835413701,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.11056977982006957}",35,22,4.766290177609614,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693172}",20,4,3.104021310239702,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430967}",20,13,13.70849167319709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480062}",25,11,25.491779723764328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,12,-4.789771015450658,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,9,19.251639947567234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",20,6,21.593809716136718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",30,20,5.899638378122631,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.030791459082466124}",20,9,17.462782135332855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.02079482780309243}",30,18,13.79646252014046,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,14,12.818330211441534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.0007963267107332633}",20,3,29.977128746821663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,24,11.339530570257416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,16,7.574921680678325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,13,20.543515728243673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,17,13.444354639101507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,14,10.221354876928611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,19,15.892274093033599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",35,17,32.991409332595445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,17,12.676514216599504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,16,28.2195381488998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,13,23.65972509756824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",25,14,24.634043710329593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,10,25.353686874436285,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",35,19,30.033835186227634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,13,15.471767307123994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,17,15.771615610249466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,15,11.133295761870315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,14,12.066928495768298,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,8,39.03825602836589,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,15,11.1872025801482,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,12,13.05809671218493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,12,22.589659992858785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",30,20,20.08941983195045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",25,2,37.04683198566769,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",30,14,29.215689942102305,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",30,24,9.22312775714961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,6,33.8503188302325,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,10,16.39432779987198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,13,12.470440656786622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,8,19.831056332624023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,11,19.1602726136641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,16,5.386219479251254,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,17,22.415972175405557,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",35,19,29.595898501906692,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",20,16,6.522686499379493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",25,0,41.50859844279141,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0.0, 'e': 0.0}",20,16,5.902264106908397,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",30,23,13.34212793093584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,0,26.57828039566354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0.0, 'e': 0.0}",20,12,15.291914787428727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,15,14.897567383909612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",20,10,17.736337904642724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",25,9,23.293462823848124,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
